"Pin Information for the Stratix® V 5SGSD5 Device
 Version 1.1
8C	VREFB8CN0	IO			DIFFIO_RX_T167p	DIFFOUT_T167p	F27	DQS56T	DQ19T/CQn19T	DQ9T	DQ3T									
8C	VREFB8CN0	IO			DIFFIO_RX_T167n	DIFFOUT_T167n	E28	DQSn56T	DQ19T	DQ9T	DQ3T									
8C	VREFB8CN0	IO			DIFFIO_TX_T168p	DIFFOUT_T168p	J29	DQ56T	DQ19T	DQ9T	DQ3T									
8C	VREFB8CN0	IO			DIFFIO_TX_T168n	DIFFOUT_T168n	H29	DQ56T	DQ19T	DQ9T	DQ3T									
8A	VREFB8AN0	IO	CLK23p		DIFFIO_RX_T193p	DIFFOUT_T193p	B29	DQ65T	DQ20T	DQ10T										
8A	VREFB8AN0	IO	CLK23n		DIFFIO_RX_T193n	DIFFOUT_T193n	A29	DQ65T	DQ20T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T194p	DIFFOUT_T194p	A31	DQ65T	DQ20T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T194n	DIFFOUT_T194n	A32	DQ65T	DQ20T	DQ10T										
8A	VREFB8AN0	IO	CLK22p		DIFFIO_RX_T195p	DIFFOUT_T195p	B32	DQS65T	DQS20T/CQ20T	DQ10T										
8A	VREFB8AN0	IO	CLK22n		DIFFIO_RX_T195n	DIFFOUT_T195n	A33	DQSn65T	DQSn20T/DQ20T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T196p	DIFFOUT_T196p	C31	DQ66T	DQ20T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T196n	DIFFOUT_T196n	B31	DQ66T	DQ20T	DQ10T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT2,FPLL_TL_FBp,FPLL_TL_FB1"		DIFFIO_RX_T197p	DIFFOUT_T197p	C34	DQS66T	DQ20T/CQn20T	DQS10T/CQ10T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT3,FPLL_TL_FBn"		DIFFIO_RX_T197n	DIFFOUT_T197n	B34	DQSn66T	DQ20T	DQSn10T/DQ10T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT0,FPLL_TL_CLKOUTp,FPLL_TL_FB0"		DIFFIO_TX_T198p	DIFFOUT_T198p	C32	DQ66T	DQ20T	DQ10T										
8A	VREFB8AN0	IO	"FPLL_TL_CLKOUT1,FPLL_TL_CLKOUTn"		DIFFIO_TX_T198n	DIFFOUT_T198n	C33	DQ66T	DQ20T	DQ10T										
8A	VREFB8AN0	IO	CLK21p		DIFFIO_RX_T199p	DIFFOUT_T199p	E30	DQ67T	DQ21T	DQ10T										
8A	VREFB8AN0	IO	CLK21n		DIFFIO_RX_T199n	DIFFOUT_T199n	D30	DQ67T	DQ21T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T200p	DIFFOUT_T200p	F30	DQ67T	DQ21T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T200n	DIFFOUT_T200n	E29	DQ67T	DQ21T	DQ10T										
8A	VREFB8AN0	IO	CLK20p		DIFFIO_RX_T201p	DIFFOUT_T201p	E31	DQS67T	DQS21T/CQ21T	DQ10T/CQn10T										
8A	VREFB8AN0	IO	CLK20n		DIFFIO_RX_T201n	DIFFOUT_T201n	D31	DQSn67T	DQSn21T/DQ21T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T202p	DIFFOUT_T202p	E32	DQ68T	DQ21T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T202n	DIFFOUT_T202n	D33	DQ68T	DQ21T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_RX_T203p	DIFFOUT_T203p	F32	DQS68T	DQ21T/CQn21T	DQ10T										
8A	VREFB8AN0	IO	RZQ_5		DIFFIO_RX_T203n	DIFFOUT_T203n	F31	DQSn68T	DQ21T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T204p	DIFFOUT_T204p	D34	DQ68T	DQ21T	DQ10T										
8A	VREFB8AN0	IO			DIFFIO_TX_T204n	DIFFOUT_T204n	E34	DQ68T	DQ21T	DQ10T										
		GND					AA31													
		GND					AA32													
		GND					AB33													
		GND					AB34													
		GND					AC31													
		GND					AC32													
		GND					AD33													
		GND					AD34													
		GND					AE31													
		GND					AE32													
		GND					AF33													
		GND					AF34													
		GND					AG31													
		GND					AG32													
		GND					AH33													
		GND					AH34													
		GND					AJ31													
		GND					AJ32													
		GND					AK33													
		GND					AK34													
		GND					AL31													
		GND					AL32													
		GND					AM32													
		GND					AM33													
		GND					AM34													
		GND					F33													
		GND					F34													
		GND					G31													
		GND					G32													
		GND					G33													
		GND					H33													
		GND					H34													
		GND					J31													
		GND					J32													
		GND					K33													
		GND					K34													
		GND					L31													
		GND					L32													
		GND					M33													
		GND					M34													
		GND					N31													
		GND					N32													
		GND					P27													
		GND					P29													
		GND					P33													
		GND					P34													
		GND					R31													
		GND					R32													
		GND					T28													
		GND					T30													
		GND					T33													
		GND					T34													
		GND					U31													
		GND					U32													
		GND					V29													
		GND					V33													
		GND					V34													
		GND					W31													
		GND					W32													
		GND					Y28													
		GND					Y30													
		GND					Y33													
		GND					Y34													
		GND					AA3													
		GND					AA4													
		GND					AB1													
		GND					AB2													
		GND					AC3													
		GND					AC4													
		GND					AD1													
		GND					AD2													
		GND					AE3													
		GND					AE4													
		GND					AF1													
		GND					AF2													
		GND					AG3													
		GND					AG4													
		GND					AH1													
		GND					AH2													
		GND					AJ3													
		GND					AJ4													
		GND					AK1													
		GND					AK2													
		GND					AL3													
		GND					AL4													
		GND					AM1													
		GND					AM2													
		GND					AM3													
		GND					F1													
		GND					F2													
		GND					G2													
		GND					G3													
		GND					G4													
		GND					H1													
		GND					H2													
		GND					J3													
		GND					J4													
		GND					K1													
		GND					K2													
		GND					L3													
		GND					L4													
		GND					M1													
		GND					M2													
		GND					N3													
		GND					N4													
		GND					P1													
		GND					P2													
		GND					P6													
		GND					R3													
		GND					R4													
		GND					T1													
		GND					T2													
		GND					T5													
		GND					T7													
		GND					U3													
		GND					U4													
		GND					U8													
		GND					V1													
		GND					V2													
		GND					V6													
		GND					W3													
		GND					W4													
		GND					Y1													
		GND					Y2													
		GND					Y5													
		GND					Y7													
		GND					AA11													
		GND					AA16													
		GND					AA19													
		GND					AA23													
		GND					AA26													
		GND					AA7													
		GND					AB17													
		GND					AB30													
		GND					AB5													
		GND					AC10													
		GND					AC13													
		GND					AC16													
		GND					AC19													
		GND					AC22													
		GND					AC25													
		GND					AC7													
		GND					AD30													
		GND					AD5													
		GND					AE12													
		GND					AE15													
		GND					AE18													
		GND					AE21													
		GND					AE24													
		GND					AE27													
		GND					AE6													
		GND					AE9													
		GND					AF30													
		GND					AF5													
		GND					AG11													
		GND					AG14													
		GND					AG17													
		GND					AG20													
		GND					AG23													
		GND					AG26													
		GND					AG29													
		GND					AG8													
		GND					AH30													
		GND					AH5													
		GND					AJ10													
		GND					AJ13													
		GND					AJ16													
		GND					AJ19													
		GND					AJ22													
		GND					AJ25													
		GND					AJ28													
		GND					AJ7													
		GND					AK30													
		GND					AK5													
		GND					AL12													
		GND					AL15													
		GND					AL18													
		GND					AL21													
		GND					AL24													
		GND					AL27													
		GND					AL6													
		GND					AL9													
		GND					AN11													
		GND					AN14													
		GND					AN17													
		GND					AN20													
		GND					AN23													
		GND					AN26													
		GND					AN29													
		GND					AN32													
		GND					AN5													
		GND					AN8													
		GND					B12													
		GND					B15													
		GND					B18													
		GND					B21													
		GND					B24													
		GND					B27													
		GND					B3													
		GND					B30													
		GND					B33													
		GND					B6													
		GND					B9													
		GND					C1													
		GND					D11													
		GND					D14													
		GND					D17													
		GND					D2													
		GND					D20													
		GND					D23													
		GND					D26													
		GND					D29													
		GND					D32													
		GND					D5													
		GND					D8													
		GND					E33													
		GND					F10													
		GND					F13													
		GND					F16													
		GND					F19													
		GND					F22													
		GND					F25													
		GND					F28													
		GND					F7													
		GND					G30													
		GND					H12													
		GND					H15													
		GND					H18													
		GND					H21													
		GND					H24													
		GND					H27													
		GND					H30													
		GND					H5													
		GND					H6													
		GND					H9													
		GND					K11													
		GND					K23													
		GND					K26													
		GND					K29													
		GND					K30													
		GND					K5													
		GND					K8													
		GND					L14													
		GND					L16													
		GND					L18													
		GND					L20													
		GND					L30													
		GND					M10													
		GND					M13													
		GND					M17													
		GND					M21													
		GND					M25													
		GND					M28													
		GND					M29													
		GND					M30													
		GND					M5													
		GND					M7													
		GND					N15													
		GND					N20													
		GND					N22													
		GND					N27													
		GND					N8													
		GND					P14													
		GND					P18													
		GND					P23													
		GND					P8													
		GND					P9													
		GND					R12													
		GND					R17													
		GND					R21													
		GND					R25													
		GND					T11													
		GND					T15													
		GND					T26													
		GND					U23													
		GND					U27													
		GND					V12													
		GND					V14													
		GND					V16													
		GND					V18													
		GND					V20													
		GND					V26													
		GND					V9													
		GND					W23													
		GND					Y13													
		GND					Y15													
		GND					Y20													
		GND					Y8													
		GND					U17													
		VCC					L15													
		VCC					L17													
		VCC					L19													
		VCC					L21													
		VCC					V15													
		VCC					V17													
		VCC					V19													
		VCC					V21													
		VCC					M14													
		VCC					M15													
		VCC					M16													
		VCC					M18													
		VCC					M19													
		VCC					M20													
		VCC					N14													
		VCC					N16													
		VCC					N17													
		VCC					N18													
		VCC					N19													
		VCC					N21													
		VCC					P15													
		VCC					P16													
		VCC					P17													
		VCC					P19													
		VCC					P20													
		VCC					P21													
		VCC					R14													
		VCC					R15													
		VCC					R16													
		VCC					R18													
		VCC					R19													
		VCC					R20													
		VCC					T14													
		VCC					T16													
		VCC					T19													
		VCC					T20													
		VCC					T21													
		VCC					U14													
		VCC					U15													
		VCC					U16													
		VCC					U18													
		VCC					U19													
		VCC					U20													
		VCC					U21													
		VCC					T18													
		VCCPT					AA10													
		VCCPT					AA17													
		VCCPT					AB25													
		VCCPT					K19													
		VCCPT					M11													
		VCCPT					N25													
		DNU					AN33													
		DNU					AP33													
		DNU					AL30													
		DNU					AE17													
		DNU					AP2													
		DNU					AN2													
		DNU					G5													
		DNU					K20													
		DNU					T17													
		VCCPGM					AH28													
		VCCPGM					AK7													
		TEMPDIODEn					M6													
		TEMPDIODEp					L5													
		VCCBAT					AH7													
		VCCIO3A					AM27													
		VCCIO3A					AP29													
		VCCIO3B					AP23													
		VCCIO3B					AP26													
		VCCIO3C					AM21													
		VCCIO3C					AP20													
		VCCIO3D					AP17													
		VCCIO4A					AP5													
		VCCIO4B					AM9													
		VCCIO4B					AP8													
		VCCIO4C					AP11													
		VCCIO4C					AP14													
		VCCIO4D					AM15													
		VCCIO7A					A3													
		VCCIO7B					A6													
		VCCIO7B					A9													
		VCCIO7C					A12													
		VCCIO7C					A15													
		VCCIO7D					A18													
		VCCIO7D					C20													
		VCCIO8A					A30													
		VCCIO8C					A27													
		VCCIO8C					C26													
		VCCIO8D					A24													
		VCCPD3AB					AM24													
		VCCPD3AB					AM29													
		VCCPD3CD					AL20													
		VCCPD4					AM12													
		VCCPD4					AM8													
		VCCPD7					C14													
		VCCPD7					C18													
		VCCPD7					C8													
		VCCPD8					C24													
		VCCPD8					C30													
3A	VREFB3AN0	VREFB3AN0	VREFB3AN0				AD27													
3B	VREFB3BN0	VREFB3BN0	VREFB3BN0				AD25													
3C	VREFB3CN0	VREFB3CN0	VREFB3CN0				AD21													
3D	VREFB3DN0	VREFB3DN0	VREFB3DN0				AD19													
4A	VREFB4AN0	VREFB4AN0	VREFB4AN0				AE7													
4B	VREFB4BN0	VREFB4BN0	VREFB4BN0				AD10													
4C	VREFB4CN0	VREFB4CN0	VREFB4CN0				AD13													
4D	VREFB4DN0	VREFB4DN0	VREFB4DN0				AB16													
7A	VREFB7AN0	VREFB7AN0	VREFB7AN0				C5													
7B	VREFB7BN0	VREFB7BN0	VREFB7BN0				K10													
7C	VREFB7CN0	VREFB7CN0	VREFB7CN0				J11													
7D	VREFB7DN0	VREFB7DN0	VREFB7DN0				J17													
8A	VREFB8AN0	VREFB8AN0	VREFB8AN0				C29													
8C	VREFB8CN0	VREFB8CN0	VREFB8CN0				H26													
8D	VREFB8DN0	VREFB8DN0	VREFB8DN0				J23													
		VCCH_GXBL0					V30													
		VCCH_GXBL1					P30													
		VCCH_GXBR0					V5													
		VCCH_GXBR1					P5													
		VCCR_GXBL0					Y29													
		VCCR_GXBL1					T29													
		VCCR_GXBR0					Y6													
		VCCR_GXBR1					T6													
		VCCT_GXBL0					V28													
		VCCT_GXBL0					W28													
		VCCT_GXBL1					P28													
		VCCT_GXBL1					R28													
		VCCT_GXBR0					V7													
		VCCT_GXBR0					W7													
		VCCT_GXBR1					P7													
		VCCT_GXBR1					R7													
		VCCHIP_L					P22													
		VCCHIP_L					R22													
		VCCHIP_L					T22													
		VCCHIP_R					P13													
		VCCHIP_R					R13													
		VCCHIP_R					T13													
		RREF_BL					AN34													
		RREF_BR					AN1													
		RREF_TL					G34													
		RREF_TR					G1													
		VCCA_FPLL					AH29													
		VCCA_FPLL					AC18													
		VCCA_FPLL					AJ6													
		VCCA_FPLL					G6													
		VCCA_FPLL					K17													
		VCCA_FPLL					G29													
		VCCA_FPLL					T27													
		VCCA_FPLL					W27													
		VCCA_FPLL					T8													
		VCCA_FPLL					W8													
		VCCA_GXBL0					U30													
		VCCA_GXBL1					N30													
		VCCA_GXBR0					U5													
		VCCA_GXBR1					N5													
		VCCHSSI_L					P24													
		VCCHSSI_L					R23													
		VCCHSSI_L					T24													
		VCCHSSI_R					P12													
		VCCHSSI_R					R11													
		VCCHSSI_R					T12													
		VCCD_FPLL					AJ29													
		VCCD_FPLL					AD18													
		VCCD_FPLL					AK6													
		VCCD_FPLL					F6													
		VCCD_FPLL					K18													
		VCCD_FPLL					F29													
		VCCD_FPLL					R27													
		VCCD_FPLL					V27													
		VCCD_FPLL					R8													
		VCCD_FPLL					V8													
		VCC_AUX					AG28													
		VCC_AUX					AH19													
		VCC_AUX					AH6													
		VCC_AUX					G18													
		VCC_AUX					H7													
		VCC_AUX					J30													
Notes:																		
"(1) For more information about pin definition and pin connection guidelines, refer to the"									
Stratix V Device Family Pin Connection Guidelines.													
"(2) The GXB_REFCLK pin is not supported in the current Quartus II software version, but will be supported in the future Quartus II software release version."																				

"Pin Information for the Stratix® V 5SGSD5 Device
 Version 1.1
 Note (1)"													
Bank Number	VREF	Pin Name/Function (2)	Optional Function(s)	Configuration Function	Dedicated Tx/Rx Channel	Emulated LVDS Output Channel	F1517	DQS for X4	DQS for X8/X9 	DQS for X16/ X18	DQS for X32/ X36 									
GXB_L2		REFCLK5Lp					T33													
GXB_L2		REFCLK5Ln					T34													
GXB_L2		GXB_TX_L17n					C37													
GXB_L2		GXB_TX_L17p					C36													
GXB_L2		"GXB_RX_L17n,GXB_REFCLK_L17n"					D39													
GXB_L2		"GXB_RX_L17p,GXB_REFCLK_L17p"					D38													
GXB_L2		GXB_TX_L16n					E37													
GXB_L2		GXB_TX_L16p					E36													
GXB_L2		"GXB_RX_L16n,GXB_REFCLK_L16n"					F39													
GXB_L2		"GXB_RX_L16p,GXB_REFCLK_L16p"					F38													
GXB_L2		GXB_TX_L15n					G37													
GXB_L2		GXB_TX_L15p					G36													
GXB_L2		"GXB_RX_L15n,GXB_REFCLK_L15n"					H39													
GXB_L2		"GXB_RX_L15p,GXB_REFCLK_L15p"					H38													
GXB_L2		GXB_TX_L14n					J37													
GXB_L2		GXB_TX_L14p					J36													
GXB_L2		"GXB_RX_L14n,GXB_REFCLK_L14n"					K39													
GXB_L2		"GXB_RX_L14p,GXB_REFCLK_L14p"					K38													
GXB_L2		GXB_TX_L13n					L37													
GXB_L2		GXB_TX_L13p					L36													
GXB_L2		"GXB_RX_L13n,GXB_REFCLK_L13n"					M39													
GXB_L2		"GXB_RX_L13p,GXB_REFCLK_L13p"					M38													
GXB_L2		GXB_TX_L12n					N37													
GXB_L2		GXB_TX_L12p					N36													
GXB_L2		"GXB_RX_L12n,GXB_REFCLK_L12n"					P39													
GXB_L2		"GXB_RX_L12p,GXB_REFCLK_L12p"					P38													
GXB_L2		REFCLK4Lp					V34													
GXB_L2		REFCLK4Ln					V35													
GXB_L1		REFCLK3Lp					Y33													
GXB_L1		REFCLK3Ln					Y34													
GXB_L1		GXB_TX_L11n					R37													
GXB_L1		GXB_TX_L11p					R36													
GXB_L1		"GXB_RX_L11n,GXB_REFCLK_L11n"					T39													
GXB_L1		"GXB_RX_L11p,GXB_REFCLK_L11p"					T38													
GXB_L1		GXB_TX_L10n					U37													
GXB_L1		GXB_TX_L10p					U36													
GXB_L1		"GXB_RX_L10n,GXB_REFCLK_L10n"					V39													
GXB_L1		"GXB_RX_L10p,GXB_REFCLK_L10p"					V38													
GXB_L1		GXB_TX_L9n					W37													
GXB_L1		GXB_TX_L9p					W36													
GXB_L1		"GXB_RX_L9n,GXB_REFCLK_L9n"					Y39													
GXB_L1		"GXB_RX_L9p,GXB_REFCLK_L9p"					Y38													
GXB_L1		GXB_TX_L8n					AA37													
GXB_L1		GXB_TX_L8p					AA36													
GXB_L1		"GXB_RX_L8n,GXB_REFCLK_L8n"					AB39													
GXB_L1		"GXB_RX_L8p,GXB_REFCLK_L8p"					AB38													
GXB_L1		GXB_TX_L7n					AC37													
GXB_L1		GXB_TX_L7p					AC36													
GXB_L1		"GXB_RX_L7n,GXB_REFCLK_L7n"					AD39													
GXB_L1		"GXB_RX_L7p,GXB_REFCLK_L7p"					AD38													
GXB_L1		GXB_TX_L6n					AE37													
GXB_L1		GXB_TX_L6p					AE36													
GXB_L1		"GXB_RX_L6n,GXB_REFCLK_L6n"					AF39													
GXB_L1		"GXB_RX_L6p,GXB_REFCLK_L6p"					AF38													
GXB_L1		REFCLK2Lp					AB34													
GXB_L1		REFCLK2Ln					AB35													
GXB_L0		REFCLK1Lp					AD33													
GXB_L0		REFCLK1Ln					AD34													
GXB_L0		GXB_TX_L5n					AG37													
GXB_L0		GXB_TX_L5p					AG36													
GXB_L0		"GXB_RX_L5n,GXB_REFCLK_L5n"					AH39													
GXB_L0		"GXB_RX_L5p,GXB_REFCLK_L5p"					AH38													
GXB_L0		GXB_TX_L4n					AJ37													
GXB_L0		GXB_TX_L4p					AJ36													
GXB_L0		"GXB_RX_L4n,GXB_REFCLK_L4n"					AK39													
GXB_L0		"GXB_RX_L4p,GXB_REFCLK_L4p"					AK38													
GXB_L0		GXB_TX_L3n					AL37													
GXB_L0		GXB_TX_L3p					AL36													
GXB_L0		"GXB_RX_L3n,GXB_REFCLK_L3n"					AM39													
GXB_L0		"GXB_RX_L3p,GXB_REFCLK_L3p"					AM38													
GXB_L0		GXB_TX_L2n					AN37													
GXB_L0		GXB_TX_L2p					AN36													
GXB_L0		"GXB_RX_L2n,GXB_REFCLK_L2n"					AP39													
GXB_L0		"GXB_RX_L2p,GXB_REFCLK_L2p"					AP38													
GXB_L0		GXB_TX_L1n					AR37													
GXB_L0		GXB_TX_L1p					AR36													
GXB_L0		"GXB_RX_L1n,GXB_REFCLK_L1n"					AT39													
GXB_L0		"GXB_RX_L1p,GXB_REFCLK_L1p"					AT38													
GXB_L0		GXB_TX_L0n					AU37													
GXB_L0		GXB_TX_L0p					AU36													
GXB_L0		"GXB_RX_L0n,GXB_REFCLK_L0n"					AV39													
GXB_L0		"GXB_RX_L0p,GXB_REFCLK_L0p"					AV38													
GXB_L0		REFCLK0Lp					AF34													
GXB_L0		REFCLK0Ln					AF35													
3A		nCONFIG		nCONFIG			AK35													
3A		TRST		TRST			AM35													
3A		TMS		TMS			AT35													
3A		TCK		TCK			AA31													
3A		TDI		TDI			AJ34													
3A		TDO		TDO			AH34													
3A		nCSO		nCSO			AD32													
3A		AS_DATA3		AS_DATA3			AG32													
3A		AS_DATA2		AS_DATA2			AC32													
3A		AS_DATA1		AS_DATA1			Y31													
3A		"AS_DATA0,ASDO"		"AS_DATA0,ASDO"			AB31													
3A		DCLK		DCLK			AC31													
3A	VREFB3AN0	IO		CLKUSR	DIFFIO_TX_B1n	DIFFOUT_B1n	AN34	DQ1B	DQ1B											
3A	VREFB3AN0	IO		CRC_ERROR	DIFFIO_TX_B1p	DIFFOUT_B1p	AN33	DQ1B	DQ1B											
3A	VREFB3AN0	IO	RZQ_0		DIFFIO_RX_B2n	DIFFOUT_B2n	AR34	DQSn1B	DQ1B											
3A	VREFB3AN0	IO		DEV_OE	DIFFIO_RX_B2p	DIFFOUT_B2p	AP34	DQS1B	DQ1B/CQn1B											
3A	VREFB3AN0	IO		DEV_CLRn	DIFFIO_TX_B3n	DIFFOUT_B3n	AM34	DQ1B	DQ1B											
3A	VREFB3AN0	IO		INIT_DONE	DIFFIO_TX_B3p	DIFFOUT_B3p	AL34	DQ1B	DQ1B											
3A	VREFB3AN0	IO		nCEO	DIFFIO_RX_B4n	DIFFOUT_B4n	AN32	DQSn2B	DQSn1B/DQ1B											
3A	VREFB3AN0	IO		DATA0	DIFFIO_RX_B4p	DIFFOUT_B4p	AP33	DQS2B	DQS1B/CQ1B											
3A	VREFB3AN0	IO		DATA1	DIFFIO_TX_B5n	DIFFOUT_B5n	AT33	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA2	DIFFIO_TX_B5p	DIFFOUT_B5p	AR33	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA3	DIFFIO_RX_B6n	DIFFOUT_B6n	AU34	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA4	DIFFIO_RX_B6p	DIFFOUT_B6p	AU33	DQ2B	DQ1B											
3A	VREFB3AN0	IO		DATA5	DIFFIO_TX_B7n	DIFFOUT_B7n	AN31	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA6	DIFFIO_TX_B7p	DIFFOUT_B7p	AM31	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA7	DIFFIO_RX_B8n	DIFFOUT_B8n	AU32	DQSn3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA8	DIFFIO_RX_B8p	DIFFOUT_B8p	AT32	DQS3B	DQ2B/CQn2B	DQ1B										
3A	VREFB3AN0	IO		DATA9	DIFFIO_TX_B9n	DIFFOUT_B9n	AR31	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA10	DIFFIO_TX_B9p	DIFFOUT_B9p	AP31	DQ3B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA11	DIFFIO_RX_B10n	DIFFOUT_B10n	AW34	DQSn4B	DQSn2B/DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA12	DIFFIO_RX_B10p	DIFFOUT_B10p	AV34	DQS4B	DQS2B/CQ2B	DQ1B/CQn1B										
3A	VREFB3AN0	IO		DATA13	DIFFIO_TX_B11n	DIFFOUT_B11n	AW31	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA14	DIFFIO_TX_B11p	DIFFOUT_B11p	AV31	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA15	DIFFIO_RX_B12n	DIFFOUT_B12n	AW32	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA16	DIFFIO_RX_B12p	DIFFOUT_B12p	AV32	DQ4B	DQ2B	DQ1B										
3A	VREFB3AN0	IO		DATA17	DIFFIO_TX_B13n	DIFFOUT_B13n	AJ33	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA18	DIFFIO_TX_B13p	DIFFOUT_B13p	AH33	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA19	DIFFIO_RX_B14n	DIFFOUT_B14n	AL33	DQSn5B	DQ3B	DQSn1B/DQ1B										
3A	VREFB3AN0	IO		DATA20	DIFFIO_RX_B14p	DIFFOUT_B14p	AK33	DQS5B	DQ3B/CQn3B	DQS1B/CQ1B										
3A	VREFB3AN0	IO		DATA21	DIFFIO_TX_B15n	DIFFOUT_B15n	AK32	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA22	DIFFIO_TX_B15p	DIFFOUT_B15p	AJ32	DQ5B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA23	DIFFIO_RX_B16n	DIFFOUT_B16n	AH31	DQSn6B	DQSn3B/DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA24	DIFFIO_RX_B16p	DIFFOUT_B16p	AG31	DQS6B	DQS3B/CQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA25	DIFFIO_TX_B17n	DIFFOUT_B17n	AF31	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA26	DIFFIO_TX_B17p	DIFFOUT_B17p	AE31	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA27	DIFFIO_RX_B18n	DIFFOUT_B18n	AJ30	DQ6B	DQ3B	DQ1B										
3A	VREFB3AN0	IO		DATA28	DIFFIO_RX_B18p	DIFFOUT_B18p	AH30	DQ6B	DQ3B	DQ1B										
3B	VREFB3BN0	IO		DATA29	DIFFIO_TX_B19n	DIFFOUT_B19n	AR30	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA30	DIFFIO_TX_B19p	DIFFOUT_B19p	AP30	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		DATA31	DIFFIO_RX_B20n	DIFFOUT_B20n	AU30	DQSn7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		PR_DONE	DIFFIO_RX_B20p	DIFFOUT_B20p	AT30	DQS7B	DQ4B/CQn4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		PR_REQUEST	DIFFIO_TX_B21n	DIFFOUT_B21n	AN30	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		PR_READY	DIFFIO_TX_B21p	DIFFOUT_B21p	AN29	DQ7B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK0n		DIFFIO_RX_B22n	DIFFOUT_B22n	AW29	DQSn8B	DQSn4B/DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK0p		DIFFIO_RX_B22p	DIFFOUT_B22p	AV29	DQS8B	DQS4B/CQ4B	DQ2B/CQn2B	DQ1B									
3B	VREFB3BN0	IO		PR_ERROR	DIFFIO_TX_B23n	DIFFOUT_B23n	AU29	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO		CvP_CONFDONE	DIFFIO_TX_B23p	DIFFOUT_B23p	AT29	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK1n		DIFFIO_RX_B24n	DIFFOUT_B24n	AW28	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	CLK1p		DIFFIO_RX_B24p	DIFFOUT_B24p	AV28	DQ8B	DQ4B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT1,FPLL_BL_CLKOUTn"		DIFFIO_TX_B25n	DIFFOUT_B25n	AE30	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT0,FPLL_BL_CLKOUTp,FPLL_BL_FB0"		DIFFIO_TX_B25p	DIFFOUT_B25p	AD30	DQ9B	DQ5B	DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT3,FPLL_BL_FBn"		DIFFIO_RX_B26n	DIFFOUT_B26n	AC30	DQSn9B	DQ5B	DQSn2B/DQ2B	DQ1B									
3B	VREFB3BN0	IO	"FPLL_BL_CLKOUT2,FPLL_BL_FBp,FPLL_BL_FB1"		DIFFIO_RX_B26p	DIFFOUT_B26p	AB30	DQS9B	DQ5B/CQn5B	DQS2B/CQ2B	DQ1B									
